stdio    D         file_stdio.c:110  file_stdio_fopen                 [   0.00000] opening C:\Users\f0912\Workspace\SourceCode\allegro5.cfg r
audio    D          kcm_mixer.c:121  _al_rechannel_matrix             [   0.97925] sample matrix:
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   0.97926] 
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   0.97927] 
dtor     D               dtor.c:196  _al_register_destructor          [   0.97929] added dtor for sample_instance 00000000028e77c0, func 00007ffeadb6929b
audio-dsound D           dsound.cpp:528  _dsound_stop_voice               [   0.97930] Stopping voice
audio-dsound D           dsound.cpp:545  _dsound_stop_voice               [   0.97931] Joining thread
audio-dsound D           dsound.cpp:551  _dsound_stop_voice               [   1.87012] Joined thread
audio-dsound D           dsound.cpp:553  _dsound_stop_voice               [   1.87017] Destroying thread
audio-dsound D           dsound.cpp:555  _dsound_stop_voice               [   1.87019] Thread destroyed
audio-dsound D           dsound.cpp:562  _dsound_stop_voice               [   1.87020] Releasing buffer
audio-dsound I           dsound.cpp:566  _dsound_stop_voice               [   1.87021] Voice stopped
audio-dsound D           dsound.cpp:466  _dsound_start_voice              [   1.87022] Starting voice
audio-dsound D           dsound.cpp:494  _dsound_start_voice              [   1.87024] CreateSoundBuffer
audio-dsound D           dsound.cpp:502  _dsound_start_voice              [   1.87035] CreateSoundBuffer succeeded
audio-dsound D           dsound.cpp:508  _dsound_start_voice              [   1.87036] Starting _dsound_update thread
audio-dsound I           dsound.cpp:518  _dsound_start_voice              [   1.87041] Voice started
audio    D          kcm_mixer.c:121  _al_rechannel_matrix             [   1.87043] sample matrix:
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   1.87045]  0.707107 0.000000
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   1.87046]  0.000000 0.707107
audio    D          kcm_mixer.c:121  _al_rechannel_matrix             [   1.87048] sample matrix:
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   1.87050]  0.070711 0.000000
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   1.87051]  0.000000 0.070711
dtor     D               dtor.c:196  _al_register_destructor          [   1.87053] added dtor for queue 00000000028e8e50, func 00007ffeada6c5dc
dtor     D               dtor.c:196  _al_register_destructor          [   1.87460] added dtor for timer 00000000028daac0, func 00007ffeada7fb3b
stdio    D         file_stdio.c:110  file_stdio_fopen                 [   1.87470] opening assets/image/icon.jpg rb
stdio    D         file_stdio.c:110  file_stdio_fopen                 [   1.88544] opening assets/image/icon.jpg rb
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   1.88736] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   1.88741] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   1.88743] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   1.88744] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   1.88747] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   1.88748] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   1.88750] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   1.88752] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   1.88753] Fake format
d3d      D         d3d_disp.cpp:1210 real_choose_bitmap_format        [   1.88755] Alpha doesn't match
d3d      D         d3d_disp.cpp:1217 real_choose_bitmap_format        [   1.88757] Adapter format is 23
d3d      D         d3d_disp.cpp:1220 real_choose_bitmap_format        [   1.88759] Found a format
d3d      I         d3d_disp.cpp:2391 d3d_create_bitmap                [   1.88760] Chose bitmap format 9
dtor     D               dtor.c:196  _al_register_destructor          [   1.98271] added dtor for bitmap 00000000028f3c20, func 00007ffeada41bea
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   1.98491] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   1.98495] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   1.98496] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   1.98497] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   1.98498] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   1.98499] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   1.98500] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   1.98501] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   1.98502] Fake format
d3d      D         d3d_disp.cpp:1210 real_choose_bitmap_format        [   1.98503] Alpha doesn't match
d3d      D         d3d_disp.cpp:1217 real_choose_bitmap_format        [   1.98504] Adapter format is 23
d3d      D         d3d_disp.cpp:1220 real_choose_bitmap_format        [   1.98505] Found a format
d3d      I         d3d_disp.cpp:2391 d3d_create_bitmap                [   1.98506] Chose bitmap format 9
dtor     D               dtor.c:196  _al_register_destructor          [   1.99396] added dtor for bitmap 00000000028dab70, func 00007ffeada41bea
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   2.09070] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   2.09076] _al_d3d_sync_bitmap (video) ref count == 1
dtor     D               dtor.c:227  _al_unregister_destructor        [   2.09190] removed dtor for bitmap 00000000028dab70
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   2.09413] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   2.09416] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   2.09417] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   2.09418] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   2.09419] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   2.09420] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   2.09421] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   2.09422] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   2.09423] Fake format
d3d      D         d3d_disp.cpp:1210 real_choose_bitmap_format        [   2.09424] Alpha doesn't match
d3d      D         d3d_disp.cpp:1217 real_choose_bitmap_format        [   2.09425] Adapter format is 23
d3d      D         d3d_disp.cpp:1220 real_choose_bitmap_format        [   2.09426] Found a format
d3d      I         d3d_disp.cpp:2391 d3d_create_bitmap                [   2.09427] Chose bitmap format 9
dtor     D               dtor.c:196  _al_register_destructor          [   2.09472] added dtor for bitmap 00000000028dab70, func 00007ffeada41bea
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   2.10345] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   2.10351] _al_d3d_sync_bitmap (video) ref count == 1
dtor     D               dtor.c:227  _al_unregister_destructor        [   2.10645] removed dtor for bitmap 00000000028dab70
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   2.10890] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   2.10895] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   2.10897] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   2.10900] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   2.10902] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   2.10903] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   2.10905] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   2.10906] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   2.10909] Fake format
d3d      D         d3d_disp.cpp:1210 real_choose_bitmap_format        [   2.10910] Alpha doesn't match
d3d      D         d3d_disp.cpp:1217 real_choose_bitmap_format        [   2.10912] Adapter format is 23
d3d      D         d3d_disp.cpp:1220 real_choose_bitmap_format        [   2.10914] Found a format
d3d      I         d3d_disp.cpp:2391 d3d_create_bitmap                [   2.10916] Chose bitmap format 9
font     D                ttf.c:243  alloc_glyph_region               [   2.11119] Glyph 50: 13x11 (16x12)
font     D                ttf.c:287  alloc_glyph_region               [   2.11124] Locking glyph region: 00000000028f3750 0 0 16 12
font     D                ttf.c:167  unlock_current_page              [   2.11129] Unlocking page: 00000000028f3750
font     D                ttf.c:243  alloc_glyph_region               [   2.11144] Glyph 84: 13x11 (16x12)
font     D                ttf.c:287  alloc_glyph_region               [   2.11146] Locking glyph region: 00000000028f3750 16 0 16 12
font     D                ttf.c:167  unlock_current_page              [   2.11151] Unlocking page: 00000000028f3750
font     D                ttf.c:243  alloc_glyph_region               [   2.11162] Glyph 71: 12x11 (12x12)
font     D                ttf.c:287  alloc_glyph_region               [   2.11163] Locking glyph region: 00000000028f3750 32 0 12 12
font     D                ttf.c:167  unlock_current_page              [   2.11167] Unlocking page: 00000000028f3750
font     D                ttf.c:243  alloc_glyph_region               [   2.11178] Glyph 85: 13x11 (16x12)
font     D                ttf.c:287  alloc_glyph_region               [   2.11180] Locking glyph region: 00000000028f3750 44 0 16 12
font     D                ttf.c:167  unlock_current_page              [   2.11182] Unlocking page: 00000000028f3750
font     D                ttf.c:446  cache_glyph                      [   2.11184] Glyph 2 has zero size.
font     D                ttf.c:243  alloc_glyph_region               [   2.11189] Glyph 9: 5x5 (8x8)
font     D                ttf.c:287  alloc_glyph_region               [   2.11191] Locking glyph region: 00000000028f3750 60 0 8 8
font     D                ttf.c:167  unlock_current_page              [   2.11194] Unlocking page: 00000000028f3750
font     D                ttf.c:243  alloc_glyph_region               [   2.11201] Glyph 39: 12x11 (12x12)
font     D                ttf.c:287  alloc_glyph_region               [   2.11202] Locking glyph region: 00000000028f3750 68 0 12 12
font     D                ttf.c:167  unlock_current_page              [   2.11206] Unlocking page: 00000000028f3750
font     D                ttf.c:243  alloc_glyph_region               [   2.11215] Glyph 80: 14x11 (16x12)
font     D                ttf.c:287  alloc_glyph_region               [   2.11217] Locking glyph region: 00000000028f3750 80 0 16 12
font     D                ttf.c:167  unlock_current_page              [   2.11221] Unlocking page: 00000000028f3750
font     D                ttf.c:243  alloc_glyph_region               [   2.11229] Glyph 86: 13x11 (16x12)
font     D                ttf.c:287  alloc_glyph_region               [   2.11230] Locking glyph region: 00000000028f3750 96 0 16 12
font     D                ttf.c:167  unlock_current_page              [   2.11234] Unlocking page: 00000000028f3750
font     D                ttf.c:243  alloc_glyph_region               [   2.11244] Glyph 81: 14x11 (16x12)
font     D                ttf.c:287  alloc_glyph_region               [   2.11246] Locking glyph region: 00000000028f3750 112 0 16 12
font     D                ttf.c:167  unlock_current_page              [   2.11249] Unlocking page: 00000000028f3750
font     D                ttf.c:243  alloc_glyph_region               [   2.11258] Glyph 67: 15x11 (16x12)
font     D                ttf.c:287  alloc_glyph_region               [   2.11260] Locking glyph region: 00000000028f3750 128 0 16 12
font     D                ttf.c:167  unlock_current_page              [   2.11264] Unlocking page: 00000000028f3750
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   2.14596] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   2.14608] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   2.14714] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   2.14723] _al_d3d_sync_bitmap (video) ref count == 1
dtor     D               dtor.c:227  _al_unregister_destructor        [   3.67555] removed dtor for ttf_font 00000000028d1a60
dtor     D               dtor.c:227  _al_unregister_destructor        [   3.67675] removed dtor for sample 00000000028d19d0
dtor     D               dtor.c:227  _al_unregister_destructor        [   3.67983] removed dtor for sample_instance 00000000028e77c0
stdio    D         file_stdio.c:110  file_stdio_fopen                 [   3.67988] opening assets/image/stage.jpg rb
stdio    D         file_stdio.c:110  file_stdio_fopen                 [   3.68907] opening assets/image/stage.jpg rb
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   3.68926] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   3.68928] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   3.68929] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   3.68930] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   3.68931] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   3.68933] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   3.68934] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   3.68935] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   3.68936] Fake format
d3d      D         d3d_disp.cpp:1210 real_choose_bitmap_format        [   3.68937] Alpha doesn't match
d3d      D         d3d_disp.cpp:1217 real_choose_bitmap_format        [   3.68939] Adapter format is 23
d3d      D         d3d_disp.cpp:1220 real_choose_bitmap_format        [   3.68940] Found a format
d3d      I         d3d_disp.cpp:2391 d3d_create_bitmap                [   3.68942] Chose bitmap format 9
dtor     D               dtor.c:196  _al_register_destructor          [   3.69193] added dtor for bitmap 00000000028f3a40, func 00007ffeada41bea
stdio    D         file_stdio.c:110  file_stdio_fopen                 [   3.69907] opening assets/image/floor.png rb
stdio    D         file_stdio.c:110  file_stdio_fopen                 [   3.71505] opening assets/image/floor.png rb
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   3.72013] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   3.72021] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   3.72024] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   3.72027] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   3.72030] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   3.72033] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   3.72037] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   3.72039] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   3.72042] Fake format
d3d      D         d3d_disp.cpp:1210 real_choose_bitmap_format        [   3.72046] Alpha doesn't match
d3d      D         d3d_disp.cpp:1217 real_choose_bitmap_format        [   3.72084] Adapter format is 23
d3d      D         d3d_disp.cpp:1220 real_choose_bitmap_format        [   3.72088] Found a format
d3d      I         d3d_disp.cpp:2391 d3d_create_bitmap                [   3.72092] Chose bitmap format 9
dtor     D               dtor.c:196  _al_register_destructor          [   3.72178] added dtor for bitmap 00000000028eadd0, func 00007ffeada41bea
stdio    D         file_stdio.c:110  file_stdio_fopen                 [   3.72778] opening assets/image/teleport.png rb
stdio    D         file_stdio.c:110  file_stdio_fopen                 [   3.74169] opening assets/image/teleport.png rb
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   3.74191] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   3.74195] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   3.74197] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   3.74199] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   3.74201] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   3.74203] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   3.74205] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   3.74207] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   3.74209] Fake format
d3d      D         d3d_disp.cpp:1210 real_choose_bitmap_format        [   3.74211] Alpha doesn't match
d3d      D         d3d_disp.cpp:1217 real_choose_bitmap_format        [   3.74213] Adapter format is 23
d3d      D         d3d_disp.cpp:1220 real_choose_bitmap_format        [   3.74215] Found a format
d3d      I         d3d_disp.cpp:2391 d3d_create_bitmap                [   3.74218] Chose bitmap format 9
dtor     D               dtor.c:196  _al_register_destructor          [   3.74284] added dtor for bitmap 00000000028f2ac0, func 00007ffeada41bea
stdio    D         file_stdio.c:110  file_stdio_fopen                 [   3.74496] opening assets/image/tree.png rb
stdio    D         file_stdio.c:110  file_stdio_fopen                 [   3.75640] opening assets/image/tree.png rb
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   3.75659] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   3.75661] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   3.75663] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   3.75665] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   3.75667] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   3.75669] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   3.75671] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   3.75673] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   3.75675] Fake format
d3d      D         d3d_disp.cpp:1210 real_choose_bitmap_format        [   3.75677] Alpha doesn't match
d3d      D         d3d_disp.cpp:1217 real_choose_bitmap_format        [   3.75679] Adapter format is 23
d3d      D         d3d_disp.cpp:1220 real_choose_bitmap_format        [   3.75682] Found a format
d3d      I         d3d_disp.cpp:2391 d3d_create_bitmap                [   3.75684] Chose bitmap format 9
dtor     D               dtor.c:196  _al_register_destructor          [   3.75773] added dtor for bitmap 00000000028eaa60, func 00007ffeada41bea
stdio    D         file_stdio.c:110  file_stdio_fopen                 [   3.76683] opening assets/image/chara_stop.gif rb
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   3.77032] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   3.77038] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   3.77039] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   3.77041] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   3.77042] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   3.77044] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   3.77045] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   3.77046] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   3.77048] Fake format
d3d      D         d3d_disp.cpp:1210 real_choose_bitmap_format        [   3.77049] Alpha doesn't match
d3d      D         d3d_disp.cpp:1217 real_choose_bitmap_format        [   3.77051] Adapter format is 23
d3d      D         d3d_disp.cpp:1220 real_choose_bitmap_format        [   3.77053] Found a format
d3d      I         d3d_disp.cpp:2391 d3d_create_bitmap                [   3.77054] Chose bitmap format 9
dtor     D               dtor.c:196  _al_register_destructor          [   3.77093] added dtor for bitmap 00000000028d95a0, func 00007ffeada41bea
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   3.78045] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   3.78052] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   3.78054] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   3.78056] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   3.78058] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   3.78059] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   3.78061] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   3.78062] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   3.78064] Fake format
d3d      D         d3d_disp.cpp:1210 real_choose_bitmap_format        [   3.78065] Alpha doesn't match
d3d      D         d3d_disp.cpp:1217 real_choose_bitmap_format        [   3.78067] Adapter format is 23
d3d      D         d3d_disp.cpp:1220 real_choose_bitmap_format        [   3.78069] Found a format
d3d      I         d3d_disp.cpp:2391 d3d_create_bitmap                [   3.78070] Chose bitmap format 9
dtor     D               dtor.c:196  _al_register_destructor          [   3.78106] added dtor for bitmap 00000000028eac10, func 00007ffeada41bea
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   3.78898] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   3.78905] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   3.78907] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   3.78908] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   3.78911] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   3.78912] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   3.78914] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   3.78915] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   3.78917] Fake format
d3d      D         d3d_disp.cpp:1210 real_choose_bitmap_format        [   3.78918] Alpha doesn't match
d3d      D         d3d_disp.cpp:1217 real_choose_bitmap_format        [   3.78920] Adapter format is 23
d3d      D         d3d_disp.cpp:1220 real_choose_bitmap_format        [   3.78921] Found a format
d3d      I         d3d_disp.cpp:2391 d3d_create_bitmap                [   3.78922] Chose bitmap format 9
dtor     D               dtor.c:196  _al_register_destructor          [   3.79010] added dtor for bitmap 00000000028f1ab0, func 00007ffeada41bea
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   3.79689] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   3.79695] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   3.79696] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   3.79699] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   3.79701] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   3.79703] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   3.79704] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   3.79705] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   3.79706] Fake format
d3d      D         d3d_disp.cpp:1210 real_choose_bitmap_format        [   3.79707] Alpha doesn't match
d3d      D         d3d_disp.cpp:1217 real_choose_bitmap_format        [   3.79708] Adapter format is 23
d3d      D         d3d_disp.cpp:1220 real_choose_bitmap_format        [   3.79709] Found a format
d3d      I         d3d_disp.cpp:2391 d3d_create_bitmap                [   3.79711] Chose bitmap format 9
dtor     D               dtor.c:196  _al_register_destructor          [   3.79737] added dtor for bitmap 00000000028f1c60, func 00007ffeada41bea
stdio    D         file_stdio.c:110  file_stdio_fopen                 [   3.80388] opening assets/image/chara_move.gif rb
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   3.80614] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   3.80617] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   3.80619] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   3.80621] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   3.80622] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   3.80624] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   3.80626] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   3.80627] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   3.80628] Fake format
d3d      D         d3d_disp.cpp:1210 real_choose_bitmap_format        [   3.80629] Alpha doesn't match
d3d      D         d3d_disp.cpp:1217 real_choose_bitmap_format        [   3.80630] Adapter format is 23
d3d      D         d3d_disp.cpp:1220 real_choose_bitmap_format        [   3.80631] Found a format
d3d      I         d3d_disp.cpp:2391 d3d_create_bitmap                [   3.80632] Chose bitmap format 9
dtor     D               dtor.c:196  _al_register_destructor          [   3.80658] added dtor for bitmap 0000000018371200, func 00007ffeada41bea
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   3.81319] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   3.81324] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   3.81325] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   3.81326] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   3.81327] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   3.81328] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   3.81329] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   3.81330] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   3.81331] Fake format
d3d      D         d3d_disp.cpp:1210 real_choose_bitmap_format        [   3.81332] Alpha doesn't match
d3d      D         d3d_disp.cpp:1217 real_choose_bitmap_format        [   3.81333] Adapter format is 23
d3d      D         d3d_disp.cpp:1220 real_choose_bitmap_format        [   3.81335] Found a format
d3d      I         d3d_disp.cpp:2391 d3d_create_bitmap                [   3.81336] Chose bitmap format 9
dtor     D               dtor.c:196  _al_register_destructor          [   3.81364] added dtor for bitmap 00000000183713b0, func 00007ffeada41bea
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   3.81969] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   3.81973] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   3.81975] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   3.81976] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   3.81978] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   3.81979] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   3.81981] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   3.81982] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   3.81983] Fake format
d3d      D         d3d_disp.cpp:1210 real_choose_bitmap_format        [   3.81985] Alpha doesn't match
d3d      D         d3d_disp.cpp:1217 real_choose_bitmap_format        [   3.81986] Adapter format is 23
d3d      D         d3d_disp.cpp:1220 real_choose_bitmap_format        [   3.81988] Found a format
d3d      I         d3d_disp.cpp:2391 d3d_create_bitmap                [   3.81989] Chose bitmap format 9
dtor     D               dtor.c:196  _al_register_destructor          [   3.82012] added dtor for bitmap 000000000299d980, func 00007ffeada41bea
stdio    D         file_stdio.c:110  file_stdio_fopen                 [   3.82653] opening assets/image/chara_attack.gif rb
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   3.82917] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   3.82920] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   3.82921] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   3.82922] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   3.82923] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   3.82924] Fake format
